Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
2018-06-01 04:49:00,819374,820000,819216,819700,6.60986783,5417575.0449,819619.26988
2018-06-01 04:50:00,819753,819999,819001,819526,12.62409266,10346106.734,819552.50271
2018-06-01 04:51:00,819446,819499,819374,819499,1.24304649,1018571.6545,819415.5751100002
2018-06-01 04:52:00,819504,819525,819088,819326,2.98380946,2444600.8202,819288.51457
2018-06-01 04:53:00,819326,819519,819326,819419,3.94971326,3236108.7726,819327.52066
2018-06-01 04:54:00,819500,819812,819500,819500,17.26869721,14153174.105,819585.5154800002
2018-06-01 04:55:00,819500,819666,819500,819563,11.4307692,9367933.0107,819536.53746
2018-06-01 04:56:00,819552,819856,819500,819501,13.82771109,11332366.8,819540.32205
2018-06-01 04:57:00,819600,819600,818815,819177,3.39057062,2776848.6874,818991.54998
2018-06-01 04:58:00,819179,819579,818926,819501,4.88197,3999206.9564,819178.92907
2018-06-01 04:59:00,819502,819993,819502,819982,2.17664893,1784262.2825,819729.0145800002
2018-06-01 05:00:00,819825,820197,819514,819952,14.28625016,11714356.36,819974.18699
2018-06-01 05:01:00,819952,820254,819952,820135,9.23808445,7575250.415,820002.29117
2018-06-01 05:02:00,820051,820500,820051,820500,3.22294867,2644077.6177,820390.85583
2018-06-01 05:03:00,820500,820531,819952,819952,34.614263,28383831.156,820003.91445
2018-06-01 05:04:00,819928,820538,819524,820538,10.00942,8208674.8629,820094.95684
2018-06-01 05:05:00,820171,820500,819472,819983,1.93141405,1583782.425,820011.85866
2018-06-01 05:06:00,819502,819904,819500,819500,4.69944312,3851347.4333,819532.72653
2018-06-01 05:07:00,819773,819773,819519,819700,2.29339761,1879833.7047,819671.95594
2018-06-01 05:08:00,819696,819918,819500,819550,4.59852351,3769130.0106,819639.17383
2018-06-01 05:09:00,819645,819770,819590,819597,3.59691447,2948236.8936,819657.21404
2018-06-01 05:10:00,819597,819597,819271,819500,7.60010319,6228227.7661,819492.5266600002
2018-06-01 05:11:00,819597,819597,819500,819500,2.21420026,1814727.5771,819586.01933
2018-06-01 05:12:00,819500,819597,819500,819597,3.6286,2973821.373,819550.6181399998
2018-06-01 05:13:00,819597,819597,819500,819597,10.78975399,8842782.4353,819553.66578
2018-06-01 05:14:00,819597,819597,819254,819254,7.26389921,5952885.7229,819516.5641399998
2018-06-01 05:15:00,819255,819596,819255,819500,1.47267028,1206874.6847,819514.52483
2018-06-01 05:16:00,819500,819597,819256,819597,6.6336013,5436674.6532,819566.08595
2018-06-01 05:17:00,819597,819600,819500,819502,6.84497748,5609924.3987,819567.98471
2018-06-01 05:18:00,819500,819871,819500,819509,1.61,1319492.5829,819560.61051
2018-06-01 05:19:00,819503,819694,819500,819500,15.79085152,12940653.875,819503.23318
2018-06-01 05:20:00,819500,819516,819003,819031,2.88603949,2364665.0249,819346.03914
2018-06-01 05:21:00,819298,819512,819030,819444,8.66002048,7096122.0938,819411.69888
2018-06-01 05:22:00,819673,819895,819530,819894,4.3039068,3528278.8192,819785.1355
2018-06-01 05:23:00,819715,819798,818611,818995,9.4495,7741983.2877,819300.84002
2018-06-01 05:24:00,819497,819497,818600,819057,3.0746,2518200.0147,819033.37496
2018-06-01 05:25:00,819265,819317,819250,819317,1.52330227,1248063.4605,819314.3837
2018-06-01 05:26:00,819214,819214,818540,818540,4.85759101,3977068.7073,818732.72144
2018-06-01 05:27:00,818981,819297,818542,819297,8.42809772,6903117.3114,819059.9517
2018-06-01 05:28:00,819297,819704,818900,819704,9.17132557,7513430.9426,819230.64286
2018-06-01 05:29:00,819704,819876,819403,819500,9.28782471,7611958.5374,819563.11355
2018-06-01 05:30:00,819406,819845,819234,819316,7.42568109,6084556.2565,819393.69369
2018-06-01 05:31:00,819339,819845,819339,819845,1.52920013,1253496.223,819707.11249
2018-06-01 05:32:00,819504,820175,819316,819703,22.61540799,18533238.243,819496.08212
2018-06-01 05:33:00,819703,819841,819316,819316,13.92541548,11413950.048,819648.7971600002
