Date,Singapore Dollar to Chinese Yuan
Thursday 7 January 2016,4.5999
Wednesday 6 January 2016,4.5659
Tuesday 5 January 2016,4.5729
Monday 4 January 2016,4.5819
Sunday 3 January 2016,4.5769
Saturday 2 January 2016,4.582
Friday 1 January 2016,4.582
Thursday 31 December 2015,4.582
Wednesday 30 December 2015,4.5875
Tuesday 29 December 2015,4.5913
Monday 28 December 2015,4.6107
Sunday 27 December 2015,4.6109
Saturday 26 December 2015,4.6098
Friday 25 December 2015,4.6098
Thursday 24 December 2015,4.6098
Wednesday 23 December 2015,4.611
Tuesday 22 December 2015,4.6138
Monday 21 December 2015,4.6041
Sunday 20 December 2015,4.589
Saturday 19 December 2015,4.5868
Friday 18 December 2015,4.5868
Thursday 17 December 2015,4.572
Thursday 17 December 2015,4.572
Wednesday 16 December 2015,4.5889
Tuesday 15 December 2015,4.5963
Monday 14 December 2015,4.5848
Sunday 13 December 2015,4.5677
Saturday 12 December 2015,4.5674
Friday 11 December 2015,4.5674
Thursday 10 December 2015,4.5868
Wednesday 9 December 2015,4.5767
Tuesday 8 December 2015,4.5576
Monday 7 December 2015,4.5554
Sunday 6 December 2015,4.5778
Saturday 5 December 2015,4.5793
Friday 4 December 2015,4.5793
Thursday 3 December 2015,4.5825
Wednesday 2 December 2015,4.5316
Tuesday 1 December 2015,4.5494
Monday 30 November 2015,4.5364
Monday 30 November 2015,4.5364
Sunday 29 November 2015,4.5241
Saturday 28 November 2015,4.5217
Friday 27 November 2015,4.5217
Thursday 26 November 2015,4.5385
Wednesday 25 November 2015,4.5485
Tuesday 24 November 2015,4.5334
Monday 23 November 2015,4.5072
Sunday 22 November 2015,4.5174
Saturday 21 November 2015,4.5207
Friday 20 November 2015,4.5207
Thursday 19 November 2015,4.5164
Wednesday 18 November 2015,4.4947
Tuesday 17 November 2015,4.4781
Monday 16 November 2015,4.4794
Sunday 15 November 2015,4.472
Saturday 14 November 2015,4.4754
Friday 13 November 2015,4.4754
Thursday 12 November 2015,4.4915
Wednesday 11 November 2015,4.4879
Tuesday 10 November 2015,4.4765
Monday 9 November 2015,4.4729
Sunday 8 November 2015,4.4695
Saturday 7 November 2015,4.4732
Friday 6 November 2015,4.4732
Thursday 5 November 2015,4.512
Wednesday 4 November 2015,4.5147
Tuesday 3 November 2015,4.5381
Monday 2 November 2015,4.5316
Sunday 1 November 2015,4.5121
Saturday 31 October 2015,4.5075
Friday 30 October 2015,4.5075
Thursday 29 October 2015,4.531
Wednesday 28 October 2015,4.534
Tuesday 27 October 2015,4.5485
Monday 26 October 2015,4.5639
Sunday 25 October 2015,4.5459
Saturday 24 October 2015,4.5421
Friday 23 October 2015,4.5421
Thursday 22 October 2015,4.559
Wednesday 21 October 2015,4.5572
Tuesday 20 October 2015,4.5645
Monday 19 October 2015,4.5781
Sunday 18 October 2015,4.5936
Saturday 17 October 2015,4.5894
Friday 16 October 2015,4.5894
Thursday 15 October 2015,4.5995
Wednesday 14 October 2015,4.6034
Tuesday 13 October 2015,4.5226
Monday 12 October 2015,4.5191
Sunday 11 October 2015,4.5462
Saturday 10 October 2015,4.55
Friday 9 October 2015,4.55
Thursday 8 October 2015,4.5229
Wednesday 7 October 2015,4.5019
Tuesday 6 October 2015,4.4741
Monday 5 October 2015,4.474
Sunday 4 October 2015,4.4376
Saturday 3 October 2015,4.4374
Friday 2 October 2015,4.4374
Thursday 1 October 2015,4.4436
Wednesday 30 September 2015,4.4652
Tuesday 29 September 2015,4.4568
Monday 28 September 2015,4.4569
Sunday 27 September 2015,4.4718
Saturday 26 September 2015,4.4727
Friday 25 September 2015,4.4727
Thursday 24 September 2015,4.4799
Wednesday 23 September 2015,4.476
Tuesday 22 September 2015,4.4982
Monday 21 September 2015,4.5164
Sunday 20 September 2015,4.5394
Saturday 19 September 2015,4.5492
Friday 18 September 2015,4.5492
Thursday 17 September 2015,4.5562
Wednesday 16 September 2015,4.5603
Tuesday 15 September 2015,4.5436
Monday 14 September 2015,4.5322
Sunday 13 September 2015,4.5139
Saturday 12 September 2015,4.5158
Friday 11 September 2015,4.5158
Thursday 10 September 2015,4.5138
Wednesday 9 September 2015,4.4943
Tuesday 8 September 2015,4.4912
Monday 7 September 2015,4.4597
Sunday 6 September 2015,4.4623
Saturday 5 September 2015,4.4619
Friday 4 September 2015,4.4619
Thursday 3 September 2015,4.4863
Wednesday 2 September 2015,4.4892
Tuesday 1 September 2015,4.5021
Monday 31 August 2015,4.5211
Sunday 30 August 2015,4.5304
Saturday 29 August 2015,4.5345
Friday 28 August 2015,4.5345
Thursday 27 August 2015,4.5788
Wednesday 26 August 2015,4.5609
Tuesday 25 August 2015,4.5659
Monday 24 August 2015,4.54
Sunday 23 August 2015,4.5292
Saturday 22 August 2015,4.5364
Friday 21 August 2015,4.5364
Thursday 20 August 2015,4.5521
Wednesday 19 August 2015,4.5588
Tuesday 18 August 2015,4.5508
Monday 17 August 2015,4.5427
Sunday 16 August 2015,4.5424
Saturday 15 August 2015,4.5446
Friday 14 August 2015,4.5446
Thursday 13 August 2015,4.5794
Wednesday 12 August 2015,4.564
Tuesday 11 August 2015,4.5112
Monday 10 August 2015,4.4975
Sunday 9 August 2015,4.4844
Saturday 8 August 2015,4.485
Friday 7 August 2015,4.485
Thursday 6 August 2015,4.488
Wednesday 5 August 2015,4.4872
Tuesday 4 August 2015,4.4946
Monday 3 August 2015,4.5067
Sunday 2 August 2015,4.5277
Saturday 1 August 2015,4.5251
Friday 31 July 2015,4.5251
Thursday 30 July 2015,4.5151
Wednesday 29 July 2015,4.5355
Tuesday 28 July 2015,4.5544
Monday 27 July 2015,4.5346
Sunday 26 July 2015,4.5249
Saturday 25 July 2015,4.527
Friday 24 July 2015,4.527
Thursday 23 July 2015,4.5355
Wednesday 22 July 2015,4.55
Tuesday 21 July 2015,4.5541
Monday 20 July 2015,4.5287
Sunday 19 July 2015,4.5395
Saturday 18 July 2015,4.5387
Friday 17 July 2015,4.5387
Thursday 16 July 2015,4.5451
Wednesday 15 July 2015,4.548
Tuesday 14 July 2015,4.5617
Monday 13 July 2015,4.5749
Sunday 12 July 2015,4.5952
Saturday 11 July 2015,4.5959
Friday 10 July 2015,4.5959
Thursday 9 July 2015,4.6004
Wednesday 8 July 2015,4.5989
Tuesday 7 July 2015,4.5826
Monday 6 July 2015,4.6034
Sunday 5 July 2015,4.5976
Saturday 4 July 2015,4.6107
Friday 3 July 2015,4.6107
Thursday 2 July 2015,4.6037
Wednesday 1 July 2015,4.5823
Tuesday 30 June 2015,4.6023
Monday 29 June 2015,4.6116
Sunday 28 June 2015,4.5839
Saturday 27 June 2015,4.6002
Friday 26 June 2015,4.6002
Thursday 25 June 2015,4.6247
Wednesday 24 June 2015,4.6198
Tuesday 23 June 2015,4.6299
Monday 22 June 2015,4.6491
Sunday 21 June 2015,4.6528
Saturday 20 June 2015,4.6555
Friday 19 June 2015,4.6555
Thursday 18 June 2015,4.6534
Wednesday 17 June 2015,4.6449
Tuesday 16 June 2015,4.6254
Monday 15 June 2015,4.6131
Sunday 14 June 2015,4.6168
Saturday 13 June 2015,4.6193
Friday 12 June 2015,4.6193
Thursday 11 June 2015,4.6132
Wednesday 10 June 2015,4.6235
Tuesday 9 June 2015,4.5922
Monday 8 June 2015,4.5848
Sunday 7 June 2015,4.5659
Saturday 6 June 2015,4.5693
Friday 5 June 2015,4.5693
Thursday 4 June 2015,4.5977
Wednesday 3 June 2015,4.613
Tuesday 2 June 2015,4.5965
Monday 1 June 2015,4.5704
Sunday 31 May 2015,4.5976
Saturday 30 May 2015,4.5999
Friday 29 May 2015,4.5999
Thursday 28 May 2015,4.6017
Wednesday 27 May 2015,4.5905
Tuesday 26 May 2015,4.5976
Monday 25 May 2015,4.624
Sunday 24 May 2015,4.6355
Saturday 23 May 2015,4.636
Friday 22 May 2015,4.636
Thursday 21 May 2015,4.6387
Wednesday 20 May 2015,4.6398
Tuesday 19 May 2015,4.6469
Monday 18 May 2015,4.6705
Sunday 17 May 2015,4.6974
Saturday 16 May 2015,4.6988
Friday 15 May 2015,4.6988
Thursday 14 May 2015,4.6954
Wednesday 13 May 2015,4.6851
Tuesday 12 May 2015,4.65
Monday 11 May 2015,4.6432
Sunday 10 May 2015,4.6661
Saturday 9 May 2015,4.6727
Friday 8 May 2015,4.6727
Thursday 7 May 2015,4.658
Wednesday 6 May 2015,4.6817
Tuesday 5 May 2015,4.6584
Monday 4 May 2015,4.6616
Sunday 3 May 2015,4.6646
Saturday 2 May 2015,4.6629
Friday 1 May 2015,4.6629
Thursday 30 April 2015,4.6843
Wednesday 29 April 2015,4.6896
Tuesday 28 April 2015,4.709
Monday 27 April 2015,4.6828
Sunday 26 April 2015,4.6476
Saturday 25 April 2015,4.6487
Friday 24 April 2015,4.6487
Thursday 23 April 2015,4.6165
Wednesday 22 April 2015,4.5952
Tuesday 21 April 2015,4.5886
Monday 20 April 2015,4.5996
Sunday 19 April 2015,4.6091
Saturday 18 April 2015,4.6032
Friday 17 April 2015,4.6032
Thursday 16 April 2015,4.5883
Wednesday 15 April 2015,4.5738
Tuesday 14 April 2015,4.5666
Monday 13 April 2015,4.531
Sunday 12 April 2015,4.5379
Saturday 11 April 2015,4.5376
Friday 10 April 2015,4.5376
Thursday 9 April 2015,4.5648
Wednesday 8 April 2015,4.5687
Tuesday 7 April 2015,4.5551
Monday 6 April 2015,4.5731
Sunday 5 April 2015,4.5894
Saturday 4 April 2015,4.5861
Friday 3 April 2015,4.5861
Thursday 2 April 2015,4.5646
Wednesday 1 April 2015,4.5463
Tuesday 31 March 2015,4.5152
Monday 30 March 2015,4.51
Sunday 29 March 2015,4.5357
Saturday 28 March 2015,4.5371
Friday 27 March 2015,4.5371
Thursday 26 March 2015,4.534
Wednesday 25 March 2015,4.5326
Tuesday 24 March 2015,4.5368
Monday 23 March 2015,4.5428
Sunday 22 March 2015,4.5029
Saturday 21 March 2015,4.5003
Friday 20 March 2015,4.5003
Thursday 19 March 2015,4.4688
Wednesday 18 March 2015,4.5207
Tuesday 17 March 2015,4.4998
Monday 16 March 2015,4.5071
Sunday 15 March 2015,4.4978
Saturday 14 March 2015,4.4947
Friday 13 March 2015,4.4947
Thursday 12 March 2015,4.5359
Wednesday 11 March 2015,4.5134
Tuesday 10 March 2015,4.5093
Monday 9 March 2015,4.5355
Sunday 8 March 2015,4.5424
Saturday 7 March 2015,4.5451
Friday 6 March 2015,4.5451
Thursday 5 March 2015,4.5705
Wednesday 4 March 2015,4.5868
Tuesday 3 March 2015,4.6061
Monday 2 March 2015,4.5916
Sunday 1 March 2015,4.5939
Saturday 28 February 2015,4.6007
Friday 27 February 2015,4.6007
Thursday 26 February 2015,4.6133
Wednesday 25 February 2015,4.6236
Tuesday 24 February 2015,4.6074
Monday 23 February 2015,4.6006
Sunday 22 February 2015,4.5979
Saturday 21 February 2015,4.5977
Friday 20 February 2015,4.5977
Thursday 19 February 2015,4.6034
Wednesday 18 February 2015,4.6093
Tuesday 17 February 2015,4.6123
Monday 16 February 2015,4.6034
Sunday 15 February 2015,4.6055
Saturday 14 February 2015,4.6037
Friday 13 February 2015,4.6037
Thursday 12 February 2015,4.6064
Wednesday 11 February 2015,4.5899
Tuesday 10 February 2015,4.6059
Monday 9 February 2015,4.6136
Sunday 8 February 2015,4.6134
Saturday 7 February 2015,4.615
Friday 6 February 2015,4.615
Thursday 5 February 2015,4.6496
Wednesday 4 February 2015,4.6334
Tuesday 3 February 2015,4.649
Monday 2 February 2015,4.6297
Sunday 1 February 2015,4.6219
Saturday 31 January 2015,4.6147
Friday 30 January 2015,4.6147
Friday 30 January 2015,4.6147
Thursday 29 January 2015,4.6172
Wednesday 28 January 2015,4.6155
Wednesday 28 January 2015,4.6155
Tuesday 27 January 2015,4.6613
Tuesday 27 January 2015,4.6613
Monday 26 January 2015,4.6536
Monday 26 January 2015,4.6536
Sunday 25 January 2015,4.6246
Sunday 25 January 2015,4.6246
Saturday 24 January 2015,4.6309
Saturday 24 January 2015,4.6309
Friday 23 January 2015,4.6309
Thursday 22 January 2015,4.6328
Wednesday 21 January 2015,4.6498
Wednesday 21 January 2015,4.6498
Tuesday 20 January 2015,4.6417
Monday 19 January 2015,4.6643
Monday 19 January 2015,4.6643
Sunday 18 January 2015,4.6767
Saturday 17 January 2015,4.6787
Saturday 17 January 2015,4.6787
Friday 16 January 2015,4.6787
Friday 16 January 2015,4.6787
Thursday 15 January 2015,4.6735
Thursday 15 January 2015,4.6735
Wednesday 14 January 2015,4.6439
Tuesday 13 January 2015,4.6473
Monday 12 January 2015,4.6456
Monday 12 January 2015,4.6456
Sunday 11 January 2015,4.6635
Saturday 10 January 2015,4.6562
Friday 9 January 2015,4.6562
Thursday 8 January 2015,4.6455
Wednesday 7 January 2015,4.6441
Tuesday 6 January 2015,4.6574
Monday 5 January 2015,4.6616
Monday 5 January 2015,4.6616
Sunday 4 January 2015,4.6501
Saturday 3 January 2015,4.6616
Friday 2 January 2015,4.6616
Thursday 1 January 2015,4.6867
Wednesday 31 December 2014,4.6877
Tuesday 30 December 2014,4.6925
Tuesday 30 December 2014,4.6925
Monday 29 December 2014,4.6989
Sunday 28 December 2014,4.6922
Sunday 28 December 2014,4.6922
Saturday 27 December 2014,4.6948
Friday 26 December 2014,4.6948
Thursday 25 December 2014,4.6976
Wednesday 24 December 2014,4.6941
Tuesday 23 December 2014,4.6971
Tuesday 23 December 2014,4.6971
Monday 22 December 2014,4.7138
Sunday 21 December 2014,4.7273
Saturday 20 December 2014,4.7303
Friday 19 December 2014,4.7303
Thursday 18 December 2014,4.7281
Wednesday 17 December 2014,4.7221
Tuesday 16 December 2014,4.7507
Tuesday 16 December 2014,4.7507
Monday 15 December 2014,4.72
Sunday 14 December 2014,4.7184
Saturday 13 December 2014,4.7087
Friday 12 December 2014,4.7087
Thursday 11 December 2014,4.7107
Wednesday 10 December 2014,4.7177
Tuesday 9 December 2014,4.7016
Monday 8 December 2014,4.6801
Sunday 7 December 2014,4.6512
Saturday 6 December 2014,4.6497
Friday 5 December 2014,4.6497
Thursday 4 December 2014,4.6908
Thursday 4 December 2014,4.6908
Wednesday 3 December 2014,4.6871
Tuesday 2 December 2014,4.6907
Monday 1 December 2014,4.7104
Monday 1 December 2014,4.7104
Sunday 30 November 2014,4.6994
Saturday 29 November 2014,4.7089
Friday 28 November 2014,4.7089
Thursday 27 November 2014,4.7216
Wednesday 26 November 2014,4.7289
Tuesday 25 November 2014,4.7217
Monday 24 November 2014,4.712
Monday 24 November 2014,4.712
Sunday 23 November 2014,4.7153
Saturday 22 November 2014,4.7128
Friday 21 November 2014,4.7128
Thursday 20 November 2014,4.7084
Wednesday 19 November 2014,4.6977
Tuesday 18 November 2014,4.7145
Monday 17 November 2014,4.7165
Sunday 16 November 2014,4.7185
Saturday 15 November 2014,4.7204
Friday 14 November 2014,4.7204
Thursday 13 November 2014,4.7384
Thursday 13 November 2014,4.7384
Wednesday 12 November 2014,4.7453
Tuesday 11 November 2014,4.7414
Monday 10 November 2014,4.7407
Monday 10 November 2014,4.7407
Sunday 9 November 2014,4.7516
Saturday 8 November 2014,4.7505
Friday 7 November 2014,4.7505
Thursday 6 November 2014,4.7168
Wednesday 5 November 2014,4.7253
Tuesday 4 November 2014,4.7464
Monday 3 November 2014,4.7414
Sunday 2 November 2014,4.7497
Saturday 1 November 2014,4.7545
Friday 31 October 2014,4.7545
Thursday 30 October 2014,4.7868
Wednesday 29 October 2014,4.7797
Tuesday 28 October 2014,4.8035
Monday 27 October 2014,4.7982
Monday 27 October 2014,4.7982
Sunday 26 October 2014,4.794
Sunday 26 October 2014,4.794
Saturday 25 October 2014,4.7963
Friday 24 October 2014,4.7963
Thursday 23 October 2014,4.7924
Thursday 23 October 2014,4.7924
Wednesday 22 October 2014,4.8054
Tuesday 21 October 2014,4.8147
Monday 20 October 2014,4.8229
Sunday 19 October 2014,4.8086
Saturday 18 October 2014,4.8015
Friday 17 October 2014,4.8015
Friday 17 October 2014,4.8015
Thursday 16 October 2014,4.8045
Wednesday 15 October 2014,4.8136
Tuesday 14 October 2014,4.8024
Monday 13 October 2014,4.8185
Sunday 12 October 2014,4.8109
Saturday 11 October 2014,4.8019
Friday 10 October 2014,4.8019
Thursday 9 October 2014,4.8236
Wednesday 8 October 2014,4.8203
Tuesday 7 October 2014,4.8138
Monday 6 October 2014,4.8111
Sunday 5 October 2014,4.791
Saturday 4 October 2014,4.787
Friday 3 October 2014,4.787
Thursday 2 October 2014,4.8248
Wednesday 1 October 2014,4.8246
Tuesday 30 September 2014,4.8113
Monday 29 September 2014,4.8271
Sunday 28 September 2014,4.806
Saturday 27 September 2014,4.8065
Friday 26 September 2014,4.8065
Thursday 25 September 2014,4.8331
Wednesday 24 September 2014,4.8426
Tuesday 23 September 2014,4.838
Monday 22 September 2014,4.8358
Sunday 21 September 2014,4.8529
Saturday 20 September 2014,4.8462
Friday 19 September 2014,4.8462
Thursday 18 September 2014,4.8479
Wednesday 17 September 2014,4.8402
Tuesday 16 September 2014,4.8734
Monday 15 September 2014,4.8578
Sunday 14 September 2014,4.8587
Saturday 13 September 2014,4.8617
Friday 12 September 2014,4.8617
Thursday 11 September 2014,4.8624
Wednesday 10 September 2014,4.8605
Tuesday 9 September 2014,4.8639
Monday 8 September 2014,4.8771
Sunday 7 September 2014,4.8972
Saturday 6 September 2014,4.8958
Friday 5 September 2014,4.8958
Thursday 4 September 2014,4.8888
Wednesday 3 September 2014,4.9075
Tuesday 2 September 2014,4.9064
Monday 1 September 2014,4.9142
Sunday 31 August 2014,4.9183
Saturday 30 August 2014,4.9198
Friday 29 August 2014,4.9198
Thursday 28 August 2014,4.9157
Wednesday 27 August 2014,4.9245
Tuesday 26 August 2014,4.9239
Monday 25 August 2014,4.922
Sunday 24 August 2014,4.9191
Saturday 23 August 2014,4.9236
Friday 22 August 2014,4.9236
Thursday 21 August 2014,4.9231
Wednesday 20 August 2014,4.9094
Tuesday 19 August 2014,4.9213
Monday 18 August 2014,4.9345
Sunday 17 August 2014,4.9385
Saturday 16 August 2014,4.9338
Friday 15 August 2014,4.9338
Thursday 14 August 2014,4.9371
Wednesday 13 August 2014,4.9257
Tuesday 12 August 2014,4.9245
Monday 11 August 2014,4.9231
Sunday 10 August 2014,4.919
Saturday 9 August 2014,4.9159
Friday 8 August 2014,4.9159
Thursday 7 August 2014,4.9212
Wednesday 6 August 2014,4.9364
Tuesday 5 August 2014,4.9439
Monday 4 August 2014,4.9583
Sunday 3 August 2014,4.9558
Saturday 2 August 2014,4.9568
Friday 1 August 2014,4.9568
Thursday 31 July 2014,4.9472
Wednesday 30 July 2014,4.9596
Tuesday 29 July 2014,4.9736
Monday 28 July 2014,4.9837
Sunday 27 July 2014,4.9873
Saturday 26 July 2014,4.985
Friday 25 July 2014,4.985
Thursday 24 July 2014,4.9923
Wednesday 23 July 2014,5.0097
Tuesday 22 July 2014,5.0014
Monday 21 July 2014,5.0092
Sunday 20 July 2014,5.001
Saturday 19 July 2014,5.0014
Friday 18 July 2014,5.0014
Thursday 17 July 2014,4.9878
Wednesday 16 July 2014,4.9931
Tuesday 15 July 2014,4.9908
Monday 14 July 2014,5
Sunday 13 July 2014,4.9984
Saturday 12 July 2014,4.9988
Friday 11 July 2014,4.9988
Thursday 10 July 2014,4.995
Wednesday 9 July 2014,4.9956
Tuesday 8 July 2014,4.9863
Monday 7 July 2014,4.9756
Sunday 6 July 2014,4.9799
Saturday 5 July 2014,4.9795
Friday 4 July 2014,4.9795
Thursday 3 July 2014,4.9807
Wednesday 2 July 2014,4.979
Tuesday 1 July 2014,4.9784
Monday 30 June 2014,4.9768
Sunday 29 June 2014,4.978
Saturday 28 June 2014,4.9755
Friday 27 June 2014,4.9755
Thursday 26 June 2014,4.9802
Wednesday 25 June 2014,4.9901
Tuesday 24 June 2014,4.9877
Monday 23 June 2014,4.9858
Sunday 22 June 2014,4.9825
Saturday 21 June 2014,4.9842
Friday 20 June 2014,4.9842
Thursday 19 June 2014,4.985
Wednesday 18 June 2014,4.9905
Tuesday 17 June 2014,4.9679
Monday 16 June 2014,4.9783
Sunday 15 June 2014,4.9635
Saturday 14 June 2014,4.963
Friday 13 June 2014,4.963
Thursday 12 June 2014,4.9825
Wednesday 11 June 2014,4.9812
Tuesday 10 June 2014,4.981
Monday 9 June 2014,4.992
Sunday 8 June 2014,4.9932
Saturday 7 June 2014,4.9933
Friday 6 June 2014,4.9933
Thursday 5 June 2014,4.9945
Wednesday 4 June 2014,4.9689
Tuesday 3 June 2014,4.9782
Monday 2 June 2014,4.9709
Sunday 1 June 2014,4.9826
Saturday 31 May 2014,4.9821
Friday 30 May 2014,4.9821
Thursday 29 May 2014,4.9731
Wednesday 28 May 2014,4.9806
Tuesday 27 May 2014,4.9743
Monday 26 May 2014,4.9785
Sunday 25 May 2014,4.978
Saturday 24 May 2014,4.9765
Friday 23 May 2014,4.9765
Thursday 22 May 2014,4.9824
Wednesday 21 May 2014,4.9828
Tuesday 20 May 2014,4.9786
Monday 19 May 2014,4.9868
Sunday 18 May 2014,4.9826
Saturday 17 May 2014,4.9817
Friday 16 May 2014,4.9817
Thursday 15 May 2014,4.9756
Wednesday 14 May 2014,4.9805
Tuesday 13 May 2014,4.9765
Monday 12 May 2014,4.9875
Sunday 11 May 2014,4.987
Saturday 10 May 2014,4.9869
Friday 9 May 2014,4.9869
Thursday 8 May 2014,4.9929
Wednesday 7 May 2014,4.9874
Tuesday 6 May 2014,4.9899
Monday 5 May 2014,4.9946
Sunday 4 May 2014,5.0018
Saturday 3 May 2014,4.995
Friday 2 May 2014,4.995
Thursday 1 May 2014,4.9961
Wednesday 30 April 2014,4.9931
Tuesday 29 April 2014,4.9817
Monday 28 April 2014,4.9774
Sunday 27 April 2014,4.9785
Saturday 26 April 2014,4.9767
Friday 25 April 2014,4.9767
Thursday 24 April 2014,4.9668
Wednesday 23 April 2014,4.9686
Tuesday 22 April 2014,4.9671
Monday 21 April 2014,4.9729
Sunday 20 April 2014,4.97
Saturday 19 April 2014,4.9695
Friday 18 April 2014,4.9695
Thursday 17 April 2014,4.9626
Wednesday 16 April 2014,4.9736
Tuesday 15 April 2014,4.9644
Monday 14 April 2014,4.9617
Sunday 13 April 2014,4.9752
Saturday 12 April 2014,4.9744
Friday 11 April 2014,4.9744
Thursday 10 April 2014,4.971
Wednesday 9 April 2014,4.9728
Tuesday 8 April 2014,4.9503
Monday 7 April 2014,4.9332
Sunday 6 April 2014,4.934
Saturday 5 April 2014,4.9353
Friday 4 April 2014,4.9353
Thursday 3 April 2014,4.9159
Wednesday 2 April 2014,4.9163
Tuesday 1 April 2014,4.9285
Monday 31 March 2014,4.9442
Sunday 30 March 2014,4.9339
Saturday 29 March 2014,4.9353
Friday 28 March 2014,4.9353
Thursday 27 March 2014,4.917
Wednesday 26 March 2014,4.8998
Tuesday 25 March 2014,4.8908
Monday 24 March 2014,4.8756
Sunday 23 March 2014,4.8871
Saturday 22 March 2014,4.8851
Friday 21 March 2014,4.8851
Thursday 20 March 2014,4.8757
Wednesday 19 March 2014,4.864
Tuesday 18 March 2014,4.8994
Monday 17 March 2014,4.8859
Sunday 16 March 2014,4.8597
Saturday 15 March 2014,4.8601
Friday 14 March 2014,4.8601
Thursday 13 March 2014,4.8435
Wednesday 12 March 2014,4.8495
Tuesday 11 March 2014,4.8432
Monday 10 March 2014,4.8408
Sunday 9 March 2014,4.8297
Saturday 8 March 2014,4.8279
Friday 7 March 2014,4.8279
Thursday 6 March 2014,4.8437
Wednesday 5 March 2014,4.8277
Tuesday 4 March 2014,4.8406
Monday 3 March 2014,4.8384
Sunday 2 March 2014,4.8411
Saturday 1 March 2014,4.8474
Friday 28 February 2014,4.8474
Thursday 27 February 2014,4.8465
Wednesday 26 February 2014,4.8369
Tuesday 25 February 2014,4.8436
Monday 24 February 2014,4.8292
Sunday 23 February 2014,4.8053
Saturday 22 February 2014,4.805
Friday 21 February 2014,4.805
Thursday 20 February 2014,4.8115
Wednesday 19 February 2014,4.8082
Tuesday 18 February 2014,4.8088
Monday 17 February 2014,4.8156
Sunday 16 February 2014,4.819
Saturday 15 February 2014,4.8183
Friday 14 February 2014,4.8183
Thursday 13 February 2014,4.7938
Wednesday 12 February 2014,4.7894
Tuesday 11 February 2014,4.7822
Monday 10 February 2014,4.7695
Sunday 9 February 2014,4.7809
Saturday 8 February 2014,4.7809
Friday 7 February 2014,4.7809
Thursday 6 February 2014,4.7783
Wednesday 5 February 2014,4.7801
Tuesday 4 February 2014,4.7783
Monday 3 February 2014,4.7523
Sunday 2 February 2014,4.7435
Saturday 1 February 2014,4.7476
Friday 31 January 2014,4.7476
Thursday 30 January 2014,4.7536
Wednesday 29 January 2014,4.744
Tuesday 28 January 2014,4.75
Monday 27 January 2014,4.7377
Sunday 26 January 2014,4.7292
Saturday 25 January 2014,4.7314
Friday 24 January 2014,4.7314
Thursday 23 January 2014,4.7304
Wednesday 22 January 2014,4.7298
Tuesday 21 January 2014,4.733
Monday 20 January 2014,4.7413
Sunday 19 January 2014,4.7433
Saturday 18 January 2014,4.7413
Friday 17 January 2014,4.7413
Thursday 16 January 2014,4.7595
Wednesday 15 January 2014,4.7487
Wednesday 15 January 2014,4.7487
Tuesday 14 January 2014,4.7612
Monday 13 January 2014,4.7762
Sunday 12 January 2014,4.7892
Sunday 12 January 2014,4.7892
Saturday 11 January 2014,4.7883
Friday 10 January 2014,4.7883
Friday 10 January 2014,4.7883
Thursday 9 January 2014,4.7651
Thursday 9 January 2014,4.7651
Wednesday 8 January 2014,4.7523
Tuesday 7 January 2014,4.7585
Monday 6 January 2014,4.7752
Sunday 5 January 2014,4.7771
Saturday 4 January 2014,4.7755
Saturday 4 January 2014,4.7755
Friday 3 January 2014,4.7755
Thursday 2 January 2014,4.7751
Wednesday 1 January 2014,4.7891
Tuesday 31 December 2013,4.7956
Monday 30 December 2013,4.7827
Sunday 29 December 2013,4.7797
Saturday 28 December 2013,4.7834
Friday 27 December 2013,4.7834
Thursday 26 December 2013,4.7832
Wednesday 25 December 2013,4.7896
Wednesday 25 December 2013,4.7896
Tuesday 24 December 2013,4.7858
Monday 23 December 2013,4.7894
Sunday 22 December 2013,4.794
Saturday 21 December 2013,4.7952
Friday 20 December 2013,4.7952
Thursday 19 December 2013,4.7943
Wednesday 18 December 2013,4.8125
Tuesday 17 December 2013,4.8285
Monday 16 December 2013,4.8352
Monday 16 December 2013,4.8352
Sunday 15 December 2013,4.8356
Saturday 14 December 2013,4.8367
Friday 13 December 2013,4.8367
Thursday 12 December 2013,4.8312
Thursday 12 December 2013,4.8312
Wednesday 11 December 2013,4.8502
Tuesday 10 December 2013,4.8615
Monday 9 December 2013,4.8606
Sunday 8 December 2013,4.861
Saturday 7 December 2013,4.8681
Friday 6 December 2013,4.8681
Thursday 5 December 2013,4.8599
Wednesday 4 December 2013,4.8542
Tuesday 3 December 2013,4.8604
Monday 2 December 2013,4.8507
Sunday 1 December 2013,4.8555
Saturday 30 November 2013,4.8552
Friday 29 November 2013,4.8552
Thursday 28 November 2013,4.8514
Wednesday 27 November 2013,4.8535
Wednesday 27 November 2013,4.8535
Tuesday 26 November 2013,4.869
Tuesday 26 November 2013,4.869
Monday 25 November 2013,4.8755
Monday 25 November 2013,4.8755
Sunday 24 November 2013,4.8738
Saturday 23 November 2013,4.875
Friday 22 November 2013,4.875
Thursday 21 November 2013,4.873
Thursday 21 November 2013,4.873
Wednesday 20 November 2013,4.8881
Tuesday 19 November 2013,4.9031
Monday 18 November 2013,4.8865
Sunday 17 November 2013,4.8871
Sunday 17 November 2013,4.8871
Saturday 16 November 2013,4.8878
Friday 15 November 2013,4.8878
Thursday 14 November 2013,4.8854
Wednesday 13 November 2013,4.8919
